Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,Type,Mana Cost,Colors,Color Identity,Oracle Text,Commander Legal,Pauper Legal,CMC,Image URL
Voltstorm Angel,mh3,Modern Horizons 3,46,normal,uncommon,1,,b5495f34-423e-4012-808c-b267e6fabf2c,0.0,False,False,near_mint,en,USD,Creature — Angel,{3}{W}{W},W,W,"Flying
When this creature enters, you get {E}{E}{E} (three energy counters).
At the beginning of combat on your turn, you may pay {E}{E}. When you do, choose one —
• This creature gains vigilance and lifelink until end of turn.
• Other creatures you control get +1/+1 until end of turn.",legal,not_legal,5.0,https://cards.scryfall.io/normal/front/b/5/b5495f34-423e-4012-808c-b267e6fabf2c.jpg?1717011574
Voracious Varmint,otj,Outlaws of Thunder Junction,188,normal,common,1,,99b74fa3-c1d7-4780-977d-f2d6663a529a,0.0,False,False,near_mint,en,USD,Creature — Varmint,{1}{G},G,G,"Vigilance
{1}, Sacrifice this creature: Destroy target artifact or enchantment.",legal,legal,2.0,https://cards.scryfall.io/normal/front/9/9/99b74fa3-c1d7-4780-977d-f2d6663a529a.jpg?1712356026
Voracious Vermin,woe,Wilds of Eldraine,116,normal,common,2,,8059be65-3c73-49bb-a3b6-c346ce2f9fa4,0.0,False,False,near_mint,en,USD,Creature — Rat,{2}{B},B,B,"When this creature enters, create a 1/1 black Rat creature token with ""This token can't block.""
Whenever another creature you control dies, put a +1/+1 counter on this creature.",legal,legal,3.0,https://cards.scryfall.io/normal/front/8/0/8059be65-3c73-49bb-a3b6-c346ce2f9fa4.jpg?1692938011
Vrock,clb,Commander Legends: Battle for Baldur's Gate,157,normal,uncommon,1,,5111905c-3d19-4a06-b8c6-a253260b5d24,0.0,False,False,near_mint,en,USD,Creature — Bird Demon,{3}{B}{B},B,B,"Flying
Toxic Spores — At the beginning of your end step, if a permanent you controlled left the battlefield this turn, each opponent loses 3 life.",legal,not_legal,5.0,https://cards.scryfall.io/normal/front/5/1/5111905c-3d19-4a06-b8c6-a253260b5d24.jpg?1674136390
Walk with the Ancestors,lci,The Lost Caverns of Ixalan,218,normal,common,2,,71a6f85b-5ef8-4526-9c86-7cb71508b4c0,0.0,False,False,near_mint,en,USD,Sorcery,{4}{G},G,G,Return up to one target permanent card from your graveyard to your hand. Discover 4. (Exile cards from the top of your library until you exile a nonland card with mana value 4 or less. Cast it without paying its mana cost or put it into your hand. Put the rest on the bottom in a random order.),legal,legal,5.0,https://cards.scryfall.io/normal/front/7/1/71a6f85b-5ef8-4526-9c86-7cb71508b4c0.jpg?1699044508
Wanderer's Strike,war,War of the Spark,38,normal,common,1,,85e1d63e-9692-4988-bda2-7c2c9b42217b,0.0,False,False,near_mint,en,USD,Sorcery,{4}{W},W,W,"Exile target creature, then proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",legal,legal,5.0,https://cards.scryfall.io/normal/front/8/5/85e1d63e-9692-4988-bda2-7c2c9b42217b.jpg?1557576122
Wandertale Mentor,blb,Bloomburrow,240,normal,uncommon,1,,8c399a55-d02e-41ed-b827-8784b738c118,0.0,False,False,near_mint,en,USD,Creature — Raccoon Bard,{R}{G},"G, R","G, R","Whenever you expend 4, put a +1/+1 counter on this creature. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)
{T}: Add {R} or {G}.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/8/c/8c399a55-d02e-41ed-b827-8784b738c118.jpg?1721427242
Wandertale Mentor,blb,Bloomburrow,240,normal,uncommon,1,,8c399a55-d02e-41ed-b827-8784b738c118,0.0,False,False,near_mint,en,USD,Creature — Raccoon Bard,{R}{G},"G, R","G, R","Whenever you expend 4, put a +1/+1 counter on this creature. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)
{T}: Add {R} or {G}.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/8/c/8c399a55-d02e-41ed-b827-8784b738c118.jpg?1721427242
Wanted Griffin,otj,Outlaws of Thunder Junction,38,normal,common,1,,624a176b-fe24-4441-8877-464cf172ccff,0.0,False,False,near_mint,en,USD,Creature — Griffin,{3}{W},W,W,"Flying
When this creature dies, create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""",legal,legal,4.0,https://cards.scryfall.io/normal/front/6/2/624a176b-fe24-4441-8877-464cf172ccff.jpg?1712355379
Wanted Griffin,otj,Outlaws of Thunder Junction,38,normal,common,1,,624a176b-fe24-4441-8877-464cf172ccff,0.0,False,False,near_mint,en,USD,Creature — Griffin,{3}{W},W,W,"Flying
When this creature dies, create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""",legal,legal,4.0,https://cards.scryfall.io/normal/front/6/2/624a176b-fe24-4441-8877-464cf172ccff.jpg?1712355379
Warbeast of Gorgoroth,ltr,The Lord of the Rings: Tales of Middle-earth,603,normal,common,1,,ec3cd5f2-1b57-42cf-8c20-ba7e3de2d0a6,0.0,False,False,near_mint,en,USD,Creature — Beast,{4}{R},R,R,"Whenever this creature or another creature you control with power 4 or greater dies, amass Orcs 2. (Put two +1/+1 counters on an Army you control. It's also an Orc. If you don't control an Army, create a 0/0 black Orc Army creature token first.)",legal,legal,5.0,https://cards.scryfall.io/normal/front/e/c/ec3cd5f2-1b57-42cf-8c20-ba7e3de2d0a6.jpg?1695447875
Warehouse Thief,clb,Commander Legends: Battle for Baldur's Gate,205,normal,common,1,,5e7a5951-4f71-47a0-ad80-f236f61d3f22,0.0,False,False,near_mint,en,USD,Creature — Tiefling Rogue,{3}{R},R,R,"{2}, {T}, Sacrifice an artifact or creature: Exile the top card of your library. Until the end of your next turn, you may play that card.",legal,legal,4.0,https://cards.scryfall.io/normal/front/5/e/5e7a5951-4f71-47a0-ad80-f236f61d3f22.jpg?1674136839
Warped Tusker,mh3,Modern Horizons 3,16,normal,common,4,,2b5f3a1a-8514-4598-be3d-c3be719f6951,0.0,False,False,near_mint,en,USD,Creature — Eldrazi Boar Beast,{7},,G,"Reach
When you cast or cycle Warped Tusker, create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this token: Add {C}.""
Cycling {2}{G} ({2}{G}, Discard this card: Draw a card.)",legal,legal,7.0,https://cards.scryfall.io/normal/front/2/b/2b5f3a1a-8514-4598-be3d-c3be719f6951.jpg?1717100512
Warped Tusker,mh3,Modern Horizons 3,16,normal,common,3,,2b5f3a1a-8514-4598-be3d-c3be719f6951,0.0,False,False,near_mint,en,USD,Creature — Eldrazi Boar Beast,{7},,G,"Reach
When you cast or cycle Warped Tusker, create a 0/1 colorless Eldrazi Spawn creature token with ""Sacrifice this token: Add {C}.""
Cycling {2}{G} ({2}{G}, Discard this card: Draw a card.)",legal,legal,7.0,https://cards.scryfall.io/normal/front/2/b/2b5f3a1a-8514-4598-be3d-c3be719f6951.jpg?1717100512
Warren Elder,blb,Bloomburrow,37,normal,common,1,,4bf20069-5a20-4f95-976b-6af2b69f3ad0,0.0,False,False,near_mint,en,USD,Creature — Rabbit Cleric,{1}{W},W,W,{3}{W}: Creatures you control get +1/+1 until end of turn.,legal,legal,2.0,https://cards.scryfall.io/normal/front/4/b/4bf20069-5a20-4f95-976b-6af2b69f3ad0.jpg?1721425988
Wary Watchdog,dsk,Duskmourn: House of Horror,206,normal,common,1,,25ed97f2-b47e-49b7-9b1a-694c4bbeca3b,0.0,False,False,near_mint,en,USD,Creature — Dog,{1}{G},G,G,"When this creature enters or dies, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",legal,legal,2.0,https://cards.scryfall.io/normal/front/2/5/25ed97f2-b47e-49b7-9b1a-694c4bbeca3b.jpg?1726286637
Wary Watchdog,dsk,Duskmourn: House of Horror,206,normal,common,1,,25ed97f2-b47e-49b7-9b1a-694c4bbeca3b,0.0,False,False,near_mint,en,USD,Creature — Dog,{1}{G},G,G,"When this creature enters or dies, surveil 1. (Look at the top card of your library. You may put it into your graveyard.)",legal,legal,2.0,https://cards.scryfall.io/normal/front/2/5/25ed97f2-b47e-49b7-9b1a-694c4bbeca3b.jpg?1726286637
Wastescape Battlemage,mh3,Modern Horizons 3,17,normal,uncommon,3,,6bc119b8-429c-4ab6-adba-b65b03810e98,0.0,False,False,near_mint,en,USD,Creature — Eldrazi Wizard,{1}{C},,"G, U","Kicker {G} and/or {1}{U}
When you cast this spell, if it was kicked with its {G} kicker, exile target artifact or enchantment an opponent controls.
When you cast this spell, if it was kicked with its {1}{U} kicker, return target creature an opponent controls to its owner's hand.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/6/b/6bc119b8-429c-4ab6-adba-b65b03810e98.jpg?1717100499
Watcher Sliver,tsr,Time Spiral Remastered,49,normal,common,1,,b5395039-4f1d-4b16-a8b9-b80593dbde76,0.0,False,False,near_mint,en,USD,Creature — Sliver,{3}{W},W,W,All Sliver creatures get +0/+2.,legal,legal,4.0,https://cards.scryfall.io/normal/front/b/5/b5395039-4f1d-4b16-a8b9-b80593dbde76.jpg?1619393678
Waterlogged Teachings // Inundated Archive,mh3,Modern Horizons 3,261,normal,uncommon,1,,060f9675-4921-4cbb-bae2-54c85c679fd4,0.0,False,False,near_mint,en,USD,Instant // Land,,,"B, U",,legal,not_legal,4.0,https://cards.scryfall.io/normal/front/0/6/060f9675-4921-4cbb-bae2-54c85c679fd4.jpg?1717013522
Webweaver Changeling,2x2,Double Masters 2022,164,normal,common,1,,576807eb-47fa-4f08-8982-1c0b3526fdd2,0.0,False,False,near_mint,en,USD,Creature — Shapeshifter,{3}{G}{G},G,G,"Changeling (This card is every creature type.)
Reach
When this creature enters, if there are three or more creature cards in your graveyard, you gain 5 life.",legal,legal,5.0,https://cards.scryfall.io/normal/front/5/7/576807eb-47fa-4f08-8982-1c0b3526fdd2.jpg?1673148227
Westfold Rider,ltr,The Lord of the Rings: Tales of Middle-earth,488,normal,common,1,,3c73835d-4af8-4754-bcc8-176e43fceaea,0.0,False,False,near_mint,en,USD,Creature — Human Knight,{1}{W},W,W,Sacrifice this creature: Destroy target artifact or enchantment. Activate only as a sorcery.,legal,legal,2.0,https://cards.scryfall.io/normal/front/3/c/3c73835d-4af8-4754-bcc8-176e43fceaea.jpg?1695448254
Whack,snc,Streets of New Capenna,99,normal,uncommon,1,,c862769d-f8bd-4cb6-b2b2-816179795f8b,0.0,False,False,near_mint,en,USD,Sorcery,{3}{B},B,B,"This spell costs {3} less to cast if it targets a white creature.
Target creature gets -4/-4 until end of turn.",legal,not_legal,4.0,https://cards.scryfall.io/normal/front/c/8/c862769d-f8bd-4cb6-b2b2-816179795f8b.jpg?1664411346
Whispering Snitch,grn,Guilds of Ravnica,90,normal,uncommon,1,,fa4ca97e-b402-4a73-9c70-79ec4565a39c,0.0,False,False,near_mint,en,USD,Creature — Vampire Rogue,{1}{B},B,B,"Whenever you surveil for the first time each turn, this creature deals 1 damage to each opponent and you gain 1 life.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/f/a/fa4ca97e-b402-4a73-9c70-79ec4565a39c.jpg?1572893086
Whiskerquill Scribe,blb,Bloomburrow,161,normal,common,1,,da653996-9bd4-40bd-afb4-48c7e070a269,0.0,False,False,near_mint,en,USD,Creature — Mouse Citizen,{1}{R},R,R,"Valiant — Whenever this creature becomes the target of a spell or ability you control for the first time each turn, you may discard a card. If you do, draw a card.",legal,legal,2.0,https://cards.scryfall.io/normal/front/d/a/da653996-9bd4-40bd-afb4-48c7e070a269.jpg?1721431429
Whitemane Lion,tsr,Time Spiral Remastered,50,normal,common,1,,2d243be1-b67a-44b5-9453-a9f8583c0014,0.0,False,False,near_mint,en,USD,Creature — Cat,{1}{W},W,W,"Flash
When this creature enters, return a creature you control to its owner's hand.",legal,legal,2.0,https://cards.scryfall.io/normal/front/2/d/2d243be1-b67a-44b5-9453-a9f8583c0014.jpg?1619393707
Wickerfolk Thresher,dsk,Duskmourn: House of Horror,207,normal,uncommon,1,,b3a74892-20cd-47f7-b514-a4c7f14cca8b,0.0,False,False,near_mint,en,USD,Artifact Creature — Scarecrow,{3}{G},G,G,"Delirium — Whenever this creature attacks, if there are four or more card types among cards in your graveyard, look at the top card of your library. If it's a land card, you may put it onto the battlefield. If you don't put the card onto the battlefield, put it into your hand.",legal,not_legal,4.0,https://cards.scryfall.io/normal/front/b/3/b3a74892-20cd-47f7-b514-a4c7f14cca8b.jpg?1726286638
Wick's Patrol,blb,Bloomburrow,121,normal,uncommon,1,,5fa0c53d-fe7b-4b8b-ad81-7967ca318ff7,0.0,False,False,near_mint,en,USD,Creature — Rat Warlock,{4}{B}{B},B,B,"When this creature enters, mill three cards. When you do, target creature an opponent controls gets -X/-X until end of turn, where X is the greatest mana value among cards in your graveyard.",legal,not_legal,6.0,https://cards.scryfall.io/normal/front/5/f/5fa0c53d-fe7b-4b8b-ad81-7967ca318ff7.jpg?1721426557
Wild Ceratok,grn,Guilds of Ravnica,150,normal,common,1,,4464e11a-c5b9-40ea-8be0-dab29d14e289,0.0,False,False,near_mint,en,USD,Creature — Rhino,{3}{G},G,G,,legal,legal,4.0,https://cards.scryfall.io/normal/front/4/4/4464e11a-c5b9-40ea-8be0-dab29d14e289.jpg?1572893485
Wildfire Wickerfolk,dsk,Duskmourn: House of Horror,239,normal,uncommon,1,,7c7fbc6e-09c6-4f0e-92e2-766aae950b3d,0.0,False,False,near_mint,en,USD,Artifact Creature — Scarecrow,{R}{G},"G, R","G, R","Haste
Delirium — This creature gets +1/+1 and has trample as long as there are four or more card types among cards in your graveyard.",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/7/c/7c7fbc6e-09c6-4f0e-92e2-766aae950b3d.jpg?1726286766
Willow Faerie,hml,Homelands,99b,normal,common,1,,0e777dfe-44ed-4e73-bf77-ef4c667092d4,0.0,False,False,near_mint,en,USD,Creature — Faerie,{1}{G},G,G,Flying,legal,legal,2.0,https://cards.scryfall.io/normal/front/0/e/0e777dfe-44ed-4e73-bf77-ef4c667092d4.jpg?1709431647
Willow-Wind,ltr,The Lord of the Rings: Tales of Middle-earth,527,normal,common,1,,12993275-289e-4346-a6d6-fde44f545d73,0.0,False,False,near_mint,en,USD,Creature — Elemental,{4}{U},U,U,"Flying
When this creature enters, scry 2.",legal,legal,5.0,https://cards.scryfall.io/normal/front/1/2/12993275-289e-4346-a6d6-fde44f545d73.jpg?1695447989
"Wilson, Refined Grizzly",clb,Commander Legends: Battle for Baldur's Gate,261,normal,uncommon,2,,dfe0daf8-43da-484b-baa1-76f8313c5a0c,0.0,False,False,near_mint,en,USD,Legendary Creature — Bear Warrior,{1}{G},G,G,"This spell can't be countered.
Vigilance, reach, trample
Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
Choose a Background (You can have a Background as a second commander.)",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/d/f/dfe0daf8-43da-484b-baa1-76f8313c5a0c.jpg?1674137361
"Wilson, Refined Grizzly",clb,Commander Legends: Battle for Baldur's Gate,411,normal,uncommon,2,,fb3ebc0c-ae58-46c9-addc-a91d32201a95,0.0,False,False,near_mint,en,USD,Legendary Creature — Bear Warrior,{1}{G},G,G,"This spell can't be countered.
Vigilance, reach, trample
Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
Choose a Background (You can have a Background as a second commander.)",legal,not_legal,2.0,https://cards.scryfall.io/normal/front/f/b/fb3ebc0c-ae58-46c9-addc-a91d32201a95.jpg?1674138650
Wing It,mh3,Modern Horizons 3,48,normal,common,6,,e23abf47-22fa-4dca-bd42-fafa1c8b592f,0.0,False,False,near_mint,en,USD,Instant,{1}{W},W,W,Target creature gets +2/+2 until end of turn. Put a flying counter on it. Scry 1.,legal,legal,2.0,https://cards.scryfall.io/normal/front/e/2/e23abf47-22fa-4dca-bd42-fafa1c8b592f.jpg?1717011591
Wing It,mh3,Modern Horizons 3,48,normal,common,1,,e23abf47-22fa-4dca-bd42-fafa1c8b592f,0.0,False,False,near_mint,en,USD,Instant,{1}{W},W,W,Target creature gets +2/+2 until end of turn. Put a flying counter on it. Scry 1.,legal,legal,2.0,https://cards.scryfall.io/normal/front/e/2/e23abf47-22fa-4dca-bd42-fafa1c8b592f.jpg?1717011591
Wingspan Mentor,iko,Ikoria: Lair of Behemoths,72,normal,uncommon,1,,89348a02-29f6-40b9-b39f-cb5f8c230a02,0.0,False,False,near_mint,en,USD,Creature — Human Wizard,{2}{U},U,U,"When this creature enters, put a flying counter on target non-Human creature you control.
{2}{U}, {T}: Put a +1/+1 counter on each creature you control with flying.",legal,not_legal,3.0,https://cards.scryfall.io/normal/front/8/9/89348a02-29f6-40b9-b39f-cb5f8c230a02.jpg?1591226568
Winter Eladrin,clb,Commander Legends: Battle for Baldur's Gate,104,normal,common,1,,e9afba96-2ec7-45f2-9ddd-31ec27a423ca,0.0,False,False,near_mint,en,USD,Creature — Faerie Elf Wizard,{2}{U},U,U,"Gust of Wind — When this creature enters, return up to one other target creature to its owner's hand.",legal,legal,3.0,https://cards.scryfall.io/normal/front/e/9/e9afba96-2ec7-45f2-9ddd-31ec27a423ca.jpg?1674135877
Wirewood Symbiote,mh3,Modern Horizons 3,288,normal,uncommon,4,,d237f5cc-2b9b-4929-9697-72078bac4c77,0.0,False,False,near_mint,en,USD,Creature — Insect,{G},G,G,Return an Elf you control to its owner's hand: Untap target creature. Activate only once each turn.,legal,not_legal,1.0,https://cards.scryfall.io/normal/front/d/2/d237f5cc-2b9b-4929-9697-72078bac4c77.jpg?1717013729
Wispdrinker Vampire,mkm,Murders at Karlov Manor,243,normal,uncommon,1,,a3490c05-d12c-4483-acbc-1b4ae68877f0,0.0,False,False,near_mint,en,USD,Creature — Vampire Rogue,{2}{W}{B},"B, W","B, W","Flying
Whenever another creature you control with power 2 or less enters, each opponent loses 1 life and you gain 1 life.
{5}{W}{B}: Creatures you control with power 2 or less gain deathtouch and lifelink until end of turn.",legal,not_legal,4.0,https://cards.scryfall.io/normal/front/a/3/a3490c05-d12c-4483-acbc-1b4ae68877f0.jpg?1706242287
Witch's Mark,woe,Wilds of Eldraine,158,normal,common,1,,0685afcb-06f6-4d18-b8c2-510764558dc1,0.0,False,False,near_mint,en,USD,Sorcery,{1}{R},R,R,"You may discard a card. If you do, draw two cards.
Create a Wicked Role token attached to up to one target creature you control. (If you control another Role on it, put that one into the graveyard. Enchanted creature gets +1/+1. When this token is put into a graveyard, each opponent loses 1 life.)",legal,legal,2.0,https://cards.scryfall.io/normal/front/0/6/0685afcb-06f6-4d18-b8c2-510764558dc1.jpg?1692938637
Wither and Bloom,mh3,Modern Horizons 3,111,normal,common,5,,95c2390f-71f1-4e42-83da-d603ca86a8d0,0.0,False,False,near_mint,en,USD,Instant,{1}{B},B,B,"Target creature gets -3/-3 until end of turn.
{1}{B}, Exile this card from your graveyard: Put a +1/+1 counter on target creature you control. Activate only as a sorcery.",legal,legal,2.0,https://cards.scryfall.io/normal/front/9/5/95c2390f-71f1-4e42-83da-d603ca86a8d0.jpg?1717012101
